"special_activity_type","product_name","activity_name","unit","ISIC_number","ISIC_class","CPC_number","CPC_description","FAO_code","FAO_name","ProductCategory","ProductSubcategory","ProductName","ActivityName","Unit","ProductSubgroup","FeedIngredients"
"ordinary transforming activity","electricity, high voltage","cane sugar production with ethanol by-product","kWh","1072","Manufacture of sugar","17100","Electrical energy",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sugar, from sugarcane","cane sugar production with ethanol by-product","kg","1072","Manufacture of sugar","23511","Cane sugar","0158","Cane Sugar",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sugar, from sugarcane","cane sugar production with ethanol by-product","kg","1072","Manufacture of sugar","23511","Cane sugar","0163","Sugar, Non-Centrifugal",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","bagasse, from sugarcane","cane sugar production with ethanol by-product","kg","1072","Manufacture of sugar","39141","Bagasse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","ethanol, without water, in 95% solution state, from fermentation","cane sugar production with ethanol by-product","kg","1072","Manufacture of sugar","35491","Biodiesel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","whey","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22130","Whey","0890","Whey, Condensed",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","whey","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22130","Whey","0900","Dry Whey",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","whey","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22130","Whey","0903","Whey, Fresh",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cheese, from cow milk, fresh, unripened","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22251","Cheese from milk of cattle, fresh or processed","0901","Cheese from Whole Cow Milk",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cheese, from cow milk, fresh, unripened","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22251","Cheese from milk of cattle, fresh or processed","0904","Cheese from Skimmed Cow Milk",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cheese, from cow milk, fresh, unripened","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22251","Cheese from milk of cattle, fresh or processed","0905","Whey Cheese",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cheese, from cow milk, fresh, unripened","cheese production, soft, from cow milk","kg","1050","Manufacture of dairy products","22251","Cheese from milk of cattle, fresh or processed","0907","Processed Cheese",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","aminopyridine","chichibabin amination","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hydrogen, liquid","chichibabin amination","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","pyridine","chichibabin pyridine synthesis","kg","2011","Manufacture of basic chemicals","35230","Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hydrogen, liquid","chichibabin pyridine synthesis","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","chlorine, gaseous","chlor-alkali electrolysis, diaphragm cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hydrogen, liquid","chlor-alkali electrolysis, diaphragm cell","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sodium hydroxide, without water, in 50% solution state","chlor-alkali electrolysis, diaphragm cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hydrogen, liquid","chlor-alkali electrolysis, membrane cell","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","chlorine, gaseous","chlor-alkali electrolysis, membrane cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sodium hydroxide, without water, in 50% solution state","chlor-alkali electrolysis, membrane cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hydrogen, liquid","chlor-alkali electrolysis, mercury cell","kg","2011","Manufacture of basic chemicals","34210","Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","chlorine, gaseous","chlor-alkali electrolysis, mercury cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sodium hydroxide, without water, in 50% solution state","chlor-alkali electrolysis, mercury cell","kg","2011","Manufacture of basic chemicals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hexafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1423","Ethylene dichloride (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hexafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1424","Ethylene dibromide (1,2-dibromoethane) (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hexafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1425","HCH (mixed isomers) / Lindane (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hexafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1426","Aldrin, Chlordane, Heptachlor (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","hexafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","34110","Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives","1427","DDT, Hexachlorobenzene (Trade)",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","monochloropentafluoroethane","chlorofluorination of ethylene","kg","2011","Manufacture of basic chemicals","341","Basic organic chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cocamide diethanolamine","cocamide diethanolamine production","kg","2023","Manufacture of soap and detergents, cleaning and polishing preparations, pe","35310","Organic surface active agents, except soap",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","ammonia, liquid","cocamide diethanolamine production","kg","2023","Manufacture of soap and detergents, cleaning and polishing preparations, pe","3465","Other fertilizers",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","coke","coking","MJ","1910","Manufacture of coke oven products","33100","Coke and semi-coke of coal, of lignite or of peat; retort carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","benzene","coking","kg","1910","Manufacture of coke oven products","33100","Coke and semi-coke of coal, of lignite or of peat; retort carbon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","coal tar","coking","kg","1910","Manufacture of coke oven products","34530","Roasted iron pyrites",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","coal gas","coking","MJ","1910","Manufacture of coke oven products","17200","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","sulfuric acid","copper production, solvent-extraction electro-winning","kg","2420","Manufacture of basic precious and other non-ferrous metals","34231","Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","copper, from solvent-extraction electro-winning","copper production, solvent-extraction electro-winning","kg","2420","Manufacture of basic precious and other non-ferrous metals","39361","Waste and scrap of copper",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cleft timber, measured as dry mass","cork forestry","kg","0230","Gathering of non-wood forest products","031","Wood in the rough",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0853","Vitamins",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0854","Feed Additives",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","protein feed, 100% crude","cottonseed meal to generic market for protein feed","kg","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0855","Feed Minerals",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","cork, raw","cork forestry","kg","0230","Gathering of non-wood forest products","03220","Natural cork, raw or simply prepared",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0840","Compound Feed, Cattle",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0841","Compound Feed, Poultry",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0842","Compound Feed, Pigs",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0845","Compound Feed nes",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0849","Feed Yeast",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0850","Feed Supplements",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0851","Non-Protein Nitrogens",NA,NA,NA,NA,NA,NA,NA
"ordinary transforming activity","energy feed, gross","cottonseed meal to generic market for protein feed","MJ","108","Manufacture of prepared animal feeds","23319","Preparations used in animal feeding n.e.c.","0852","Other Concentrates nes",NA,NA,NA,NA,NA,NA,NA
